user_id,student_id,department_id,entry_year,grade,is_poor
00000000-0000-0000-0000-000000000425,R12207004,2070,112,3,f
00000000-0000-0000-0000-000000000159,R14201003,2010,114,1,f
00000000-0000-0000-0000-000000000430,B13505005,5050,113,2,f
00000000-0000-0000-0000-000000000380,R12408004,4080,112,3,f
00000000-0000-0000-0000-000000000465,R11H04001,H040,111,4,f
00000000-0000-0000-0000-000000000398,B12103002,1030,112,3,f
00000000-0000-0000-0000-000000000139,B13303005,3030,113,2,f
00000000-0000-0000-0000-000000000241,R13A01007,A012,113,2,f
00000000-0000-0000-0000-000000000613,B11310001,3100,111,4,f
00000000-0000-0000-0000-000000000505,R1440A003,40A0,114,1,f
00000000-0000-0000-0000-000000000312,R12408005,4081,112,3,f
00000000-0000-0000-0000-000000000144,B11602002,6020,111,4,f
00000000-0000-0000-0000-000000000419,B14208001,2080,114,1,f
00000000-0000-0000-0000-000000000310,R1250A002,50A0,112,3,f
00000000-0000-0000-0000-000000000476,R11902002,9020,111,4,f
00000000-0000-0000-0000-000000000227,B12408006,4081,112,3,f
00000000-0000-0000-0000-000000000336,B13209001,2090,113,2,f
00000000-0000-0000-0000-000000000483,R12302007,3020,112,3,f
00000000-0000-0000-0000-000000000240,R14A01007,A013,114,1,f
00000000-0000-0000-0000-000000000381,R13508001,5080,113,2,f
00000000-0000-0000-0000-000000000391,B12B0A002,B0A0,112,3,f
00000000-0000-0000-0000-000000000269,R12505002,5050,112,3,f
00000000-0000-0000-0000-000000000378,B14408004,4080,114,1,f
00000000-0000-0000-0000-000000000466,B14A01008,A013,114,1,f
00000000-0000-0000-0000-000000000550,B12106002,1060,112,3,f
00000000-0000-0000-0000-000000000271,R13Z01002,Z010,113,2,f
00000000-0000-0000-0000-000000000405,R11701005,7012,111,4,f
00000000-0000-0000-0000-000000000605,B14204004,2040,114,1,f
00000000-0000-0000-0000-000000000597,B1250A003,50A0,112,3,f
00000000-0000-0000-0000-000000000571,R14501004,5010,114,1,f
00000000-0000-0000-0000-000000000407,R13403003,4031,113,2,f
00000000-0000-0000-0000-000000000232,B11106002,1060,111,4,f
00000000-0000-0000-0000-000000000145,R11105003,1050,111,4,f
00000000-0000-0000-0000-000000000480,R14A01009,A011,114,1,f
00000000-0000-0000-0000-000000000347,R11509002,5090,111,4,f
00000000-0000-0000-0000-000000000604,R14203001,2030,114,1,f
00000000-0000-0000-0000-000000000494,B11202003,2020,111,4,f
00000000-0000-0000-0000-000000000264,R14H04004,H040,114,1,f
00000000-0000-0000-0000-000000000169,R14B02002,B020,114,1,f
00000000-0000-0000-0000-000000000280,B13A01008,A013,113,2,f
00000000-0000-0000-0000-000000000514,B14H05003,H050,114,1,f
00000000-0000-0000-0000-000000000544,B13A01009,A013,113,2,f
00000000-0000-0000-0000-000000000375,R11408005,4081,111,4,f
00000000-0000-0000-0000-000000000553,R12106003,1060,112,3,f
00000000-0000-0000-0000-000000000136,B13A01010,A012,113,2,f
00000000-0000-0000-0000-000000000206,R12704002,7040,112,3,f
00000000-0000-0000-0000-000000000180,R14208002,2080,114,1,f
00000000-0000-0000-0000-000000000426,B12507002,5070,112,3,f
00000000-0000-0000-0000-000000000335,R1450A002,50A0,114,1,f
00000000-0000-0000-0000-000000000629,R12607002,6070,112,3,f
00000000-0000-0000-0000-000000000135,B12B01003,B010,112,3,f
00000000-0000-0000-0000-000000000374,B13702002,7020,113,2,f
00000000-0000-0000-0000-000000000594,B12302008,3023,112,3,f
00000000-0000-0000-0000-000000000452,R12310002,3100,112,3,f
00000000-0000-0000-0000-000000000317,B14406004,4060,114,1,f
00000000-0000-0000-0000-000000000141,R13403004,4031,113,2,f
00000000-0000-0000-0000-000000000257,R14801001,8010,114,1,f
00000000-0000-0000-0000-000000000195,R13505006,5050,113,2,f
00000000-0000-0000-0000-000000000225,R13403005,4031,113,2,f
00000000-0000-0000-0000-000000000361,B11408006,4081,111,4,f
00000000-0000-0000-0000-000000000236,B13401002,4010,113,2,f
00000000-0000-0000-0000-000000000294,B11615002,6150,111,4,f
00000000-0000-0000-0000-000000000509,R14H06005,H060,114,1,f
00000000-0000-0000-0000-000000000621,R12701006,7012,112,3,f
00000000-0000-0000-0000-000000000580,B11A01008,A012,111,4,f
00000000-0000-0000-0000-000000000282,B12302009,3021,112,3,f
00000000-0000-0000-0000-000000000406,B1340A001,40A0,113,2,f
00000000-0000-0000-0000-000000000630,B11B0A003,B0A0,111,4,f
00000000-0000-0000-0000-000000000303,B12207005,2070,112,3,f
