resource_id,department_id,avg_gpa,current_gpa,is_poor
00000000-0000-0000-0002-000000000049,3030,4.03,,f
00000000-0000-0000-0002-000000000049,1090,,,f
00000000-0000-0000-0002-000000000049,1030,,,f
00000000-0000-0000-0002-000000000049,O020,,,f
00000000-0000-0000-0002-000000000049,2090,,,f
00000000-0000-0000-0002-000000000049,7020,,,f
00000000-0000-0000-0002-000000000049,7012,4.29,4.3,f
00000000-0000-0000-0002-000000000049,A013,4.24,,f
00000000-0000-0000-0002-000000000049,30A0,,3.94,f
00000000-0000-0000-0002-000000000049,8010,,,f
00000000-0000-0000-0002-000000000049,5070,4.17,4.14,f
00000000-0000-0000-0002-000000000049,40A0,,,f
00000000-0000-0000-0002-000000000049,A011,3.78,3.71,f
00000000-0000-0000-0002-000000000049,4040,,,f
00000000-0000-0000-0002-000000000049,3022,,,f
00000000-0000-0000-0002-000000000049,4031,4.22,4.01,f
00000000-0000-0000-0002-000000000049,4120,4.23,4.12,f
00000000-0000-0000-0002-000000000049,5010,4.08,,t
00000000-0000-0000-0002-000000000049,O010,,3.89,f
00000000-0000-0000-0002-000000000049,H040,3.79,,f
00000000-0000-0000-0002-000000000049,H060,3.93,4.02,f
00000000-0000-0000-0002-000000000049,2030,3.75,4.14,f
00000000-0000-0000-0002-000000000049,7040,,,f
00000000-0000-0000-0002-000000000049,1011,,,f
00000000-0000-0000-0002-000000000049,1010,,,f
00000000-0000-0000-0002-000000000049,7011,,4.09,f
00000000-0000-0000-0002-000000000049,1040,,,f
00000000-0000-0000-0002-000000000049,5050,3.9,,f
00000000-0000-0000-0002-000000000049,7060,3.88,,f
00000000-0000-0000-0002-000000000050,4010,3.71,,f
00000000-0000-0000-0002-000000000050,4020,4,3.85,f
00000000-0000-0000-0002-000000000050,6100,4.05,3.84,f
00000000-0000-0000-0002-000000000050,4090,4.23,3.82,f
00000000-0000-0000-0002-000000000050,50A0,,3.9,t
00000000-0000-0000-0002-000000000050,2010,,4.27,f
00000000-0000-0000-0002-000000000050,6070,3.81,3.89,f
00000000-0000-0000-0002-000000000050,7050,3.78,,f
00000000-0000-0000-0002-000000000050,60A0,,4.07,f
00000000-0000-0000-0002-000000000050,5070,4.07,,f
00000000-0000-0000-0002-000000000050,1020,4.29,3.85,f
00000000-0000-0000-0002-000000000050,6060,,,t
00000000-0000-0000-0002-000000000050,7012,,,f
00000000-0000-0000-0002-000000000050,1040,4.04,3.74,f
00000000-0000-0000-0002-000000000050,8010,4.21,,f
00000000-0000-0000-0002-000000000050,2090,3.71,,t
00000000-0000-0000-0002-000000000050,7030,4.27,3.92,f
00000000-0000-0000-0002-000000000050,7020,,4,f
00000000-0000-0000-0002-000000000050,3020,,4.02,f
00000000-0000-0000-0002-000000000050,O020,,3.72,f
00000000-0000-0000-0002-000000000050,6150,,4.17,f
00000000-0000-0000-0002-000000000050,6050,,3.74,f
00000000-0000-0000-0002-000000000050,1050,,3.96,f
00000000-0000-0000-0002-000000000050,2070,3.94,,t
00000000-0000-0000-0002-000000000050,6130,4.12,,f
00000000-0000-0000-0002-000000000050,4120,4.18,3.72,t
00000000-0000-0000-0002-000000000050,4040,,4.17,f
00000000-0000-0000-0002-000000000050,5010,,3.86,f
00000000-0000-0000-0002-000000000050,A013,3.83,,t
00000000-0000-0000-0002-000000000050,2020,,4.08,f
00000000-0000-0000-0002-000000000050,6010,,,t
00000000-0000-0000-0002-000000000050,40A0,4.15,4.28,f
00000000-0000-0000-0002-000000000050,H040,4.15,,f
00000000-0000-0000-0002-000000000050,2040,4.09,,t
00000000-0000-0000-0002-000000000050,3030,4.03,,t
00000000-0000-0000-0002-000000000050,6030,,,f
00000000-0000-0000-0002-000000000050,5050,4.1,,f
00000000-0000-0000-0002-000000000050,6080,,4,f
00000000-0000-0000-0002-000000000050,4031,,4.25,f
00000000-0000-0000-0002-000000000050,B0A0,,4.06,f
00000000-0000-0000-0002-000000000050,4060,3.99,,f
00000000-0000-0000-0002-000000000050,B020,,3.72,f
00000000-0000-0000-0002-000000000050,5080,,,f
00000000-0000-0000-0002-000000000050,3100,,3.9,f
00000000-0000-0000-0002-000000000050,A012,,,t
00000000-0000-0000-0002-000000000050,O010,4.27,3.86,t
00000000-0000-0000-0002-000000000050,3021,,3.88,t
00000000-0000-0000-0002-000000000050,1030,3.79,4.06,t
00000000-0000-0000-0002-000000000050,7040,,3.82,f
00000000-0000-0000-0002-000000000051,6030,,,f
00000000-0000-0000-0002-000000000051,3021,,4.02,f
00000000-0000-0000-0002-000000000051,1030,3.74,,f
00000000-0000-0000-0002-000000000051,O010,3.81,,t
00000000-0000-0000-0002-000000000051,H060,,,f
00000000-0000-0000-0002-000000000051,6050,,,f
00000000-0000-0000-0002-000000000051,1040,4.25,,f
00000000-0000-0000-0002-000000000051,1050,3.97,4.12,f
00000000-0000-0000-0002-000000000051,6070,3.92,,f
00000000-0000-0000-0002-000000000051,7050,,4.28,f
00000000-0000-0000-0002-000000000051,7060,4.04,,f
00000000-0000-0000-0002-000000000051,4090,3.87,,t
00000000-0000-0000-0002-000000000051,7012,,,f
00000000-0000-0000-0002-000000000051,8010,3.89,,f
00000000-0000-0000-0002-000000000051,60A0,,,f
00000000-0000-0000-0002-000000000051,3022,3.85,4.06,f
00000000-0000-0000-0002-000000000051,A011,3.81,,f
00000000-0000-0000-0002-000000000051,2020,,,f
00000000-0000-0000-0002-000000000051,1020,4.01,3.9,f
00000000-0000-0000-0002-000000000051,2040,,,f
00000000-0000-0000-0002-000000000051,1011,3.81,3.88,f
00000000-0000-0000-0002-000000000051,5080,3.87,,f
00000000-0000-0000-0002-000000000051,1010,,3.9,f
00000000-0000-0000-0002-000000000051,4080,,,f
00000000-0000-0000-0002-000000000051,O020,4.2,,f
00000000-0000-0000-0002-000000000051,9010,3.72,4,f
00000000-0000-0000-0002-000000000051,4120,,,f
00000000-0000-0000-0002-000000000051,5010,,,t
00000000-0000-0000-0002-000000000051,7040,,,f
00000000-0000-0000-0002-000000000051,3050,4.12,,t
00000000-0000-0000-0002-000000000051,6100,4.09,,f
00000000-0000-0000-0002-000000000051,B0A0,,,f
00000000-0000-0000-0002-000000000051,9020,3.76,,f
00000000-0000-0000-0002-000000000051,5050,4.05,3.73,f
00000000-0000-0000-0002-000000000051,6110,,4.16,t
00000000-0000-0000-0002-000000000051,5070,,,t
00000000-0000-0000-0002-000000000051,Z010,4.13,4.14,f
00000000-0000-0000-0002-000000000051,1090,,,f
00000000-0000-0000-0002-000000000051,H040,,4.04,t
00000000-0000-0000-0002-000000000051,3020,,,f
00000000-0000-0000-0002-000000000051,A013,,4.19,t
00000000-0000-0000-0002-000000000051,7010,3.91,4.19,f
00000000-0000-0000-0002-000000000051,B010,3.93,4.11,f
00000000-0000-0000-0002-000000000051,6020,4.04,3.9,f
00000000-0000-0000-0002-000000000051,2090,,3.76,f
00000000-0000-0000-0002-000000000051,30A0,4.26,4.19,f
00000000-0000-0000-0002-000000000051,2010,,3.8,f
00000000-0000-0000-0002-000000000051,50A0,,,f
00000000-0000-0000-0002-000000000051,5020,4,,t
00000000-0000-0000-0002-000000000051,3100,4.11,,f
00000000-0000-0000-0002-000000000051,6010,4.03,3.75,t
00000000-0000-0000-0002-000000000051,6090,4.11,,f
00000000-0000-0000-0002-000000000051,6080,3.86,4.24,f
00000000-0000-0000-0002-000000000051,1060,,,f
00000000-0000-0000-0002-000000000051,6120,,4.07,f
00000000-0000-0000-0002-000000000051,B020,,,f
00000000-0000-0000-0002-000000000051,2080,,,t
00000000-0000-0000-0002-000000000051,2070,3.99,3.91,f
00000000-0000-0000-0002-000000000051,4020,3.88,,t
00000000-0000-0000-0002-000000000051,4040,,3.76,f
00000000-0000-0000-0002-000000000051,4081,3.97,4.04,f
00000000-0000-0000-0002-000000000051,4060,3.95,3.74,f
00000000-0000-0000-0002-000000000051,3030,4.21,,f
00000000-0000-0000-0002-000000000051,6060,,4.18,f
00000000-0000-0000-0002-000000000051,4030,,4.13,f
00000000-0000-0000-0002-000000000051,2030,,4.19,f
00000000-0000-0000-0002-000000000051,40A0,,4.14,f
00000000-0000-0000-0002-000000000051,4031,4.2,,f
00000000-0000-0000-0002-000000000051,3023,4.29,4.09,f
00000000-0000-0000-0002-000000000051,6130,4.16,4,f
00000000-0000-0000-0002-000000000052,7020,4.26,,f
00000000-0000-0000-0002-000000000052,O020,4.08,3.76,f
00000000-0000-0000-0002-000000000052,6150,3.78,,f
00000000-0000-0000-0002-000000000052,7050,4.14,4.2,f
00000000-0000-0000-0002-000000000052,2030,3.82,4.18,f
00000000-0000-0000-0002-000000000052,9020,4.29,,f
00000000-0000-0000-0002-000000000052,2020,,4.13,f
00000000-0000-0000-0002-000000000052,1090,,,f
00000000-0000-0000-0002-000000000052,5050,3.82,,f
00000000-0000-0000-0002-000000000052,60A0,3.9,3.97,f
00000000-0000-0000-0002-000000000052,2010,4.28,,f
00000000-0000-0000-0002-000000000052,8010,3.79,,f
00000000-0000-0000-0002-000000000052,H050,3.76,,f
00000000-0000-0000-0002-000000000052,H040,,,f
00000000-0000-0000-0002-000000000052,5090,4.21,4.13,f
00000000-0000-0000-0002-000000000052,1060,3.82,,f
00000000-0000-0000-0002-000000000052,6010,4.08,3.72,f
00000000-0000-0000-0002-000000000052,5070,,3.82,f
00000000-0000-0000-0002-000000000052,6070,,,f
00000000-0000-0000-0002-000000000052,7040,3.92,,f
00000000-0000-0000-0002-000000000052,3021,,,f
00000000-0000-0000-0002-000000000052,4040,3.72,,f
00000000-0000-0000-0002-000000000052,7011,3.79,,f
00000000-0000-0000-0002-000000000052,7012,,,f
00000000-0000-0000-0002-000000000052,3030,,4.21,f
00000000-0000-0000-0002-000000000052,1040,,,f
00000000-0000-0000-0002-000000000052,4020,,,f
00000000-0000-0000-0002-000000000052,40A0,,3.76,f
00000000-0000-0000-0002-000000000053,6020,3.95,4.07,f
00000000-0000-0000-0002-000000000053,6120,,3.73,f
00000000-0000-0000-0002-000000000053,3100,3.85,,f
00000000-0000-0000-0002-000000000053,A012,,,f
00000000-0000-0000-0002-000000000053,7050,,,f
00000000-0000-0000-0002-000000000053,1010,,,f
00000000-0000-0000-0002-000000000053,3050,4.23,4.06,f
00000000-0000-0000-0002-000000000053,5010,3.9,3.72,f
00000000-0000-0000-0002-000000000053,B010,,4.04,f
00000000-0000-0000-0002-000000000053,6050,,,f
00000000-0000-0000-0002-000000000053,3023,,,f
00000000-0000-0000-0002-000000000053,H040,3.77,,f
00000000-0000-0000-0002-000000000053,6130,,4.14,f
00000000-0000-0000-0002-000000000053,7010,4.27,3.93,f
00000000-0000-0000-0002-000000000053,5020,,3.79,f
00000000-0000-0000-0002-000000000053,1011,3.72,4.2,f
00000000-0000-0000-0002-000000000053,7011,3.72,3.74,f
00000000-0000-0000-0002-000000000053,40A0,3.92,,f
00000000-0000-0000-0002-000000000053,6150,4.03,4.21,f
00000000-0000-0000-0002-000000000053,7012,,,f
00000000-0000-0000-0002-000000000053,2020,,3.81,f
00000000-0000-0000-0002-000000000053,1070,,,f
00000000-0000-0000-0002-000000000053,1090,4.18,4.25,f
00000000-0000-0000-0002-000000000053,3021,,,f
00000000-0000-0000-0002-000000000053,4080,,3.72,f
00000000-0000-0000-0002-000000000053,30A0,,4.16,f
00000000-0000-0000-0002-000000000053,2070,3.92,4.01,f
00000000-0000-0000-0002-000000000053,O010,,4.21,f
00000000-0000-0000-0002-000000000053,4060,3.77,3.75,f
00000000-0000-0000-0002-000000000053,H050,3.72,,f
00000000-0000-0000-0002-000000000053,6010,,3.86,f
00000000-0000-0000-0002-000000000053,A011,3.89,,f
00000000-0000-0000-0002-000000000053,3022,4.28,4.08,f
00000000-0000-0000-0002-000000000053,2090,,,f
00000000-0000-0000-0002-000000000053,6030,,,f
00000000-0000-0000-0002-000000000053,5070,,3.73,f
00000000-0000-0000-0002-000000000053,5040,,,f
00000000-0000-0000-0002-000000000053,5050,,4.07,f
00000000-0000-0000-0002-000000000053,1030,4.29,,f
00000000-0000-0000-0002-000000000053,1040,4.29,,f
00000000-0000-0000-0002-000000000053,50A0,4.09,,f
00000000-0000-0000-0002-000000000053,7040,4.05,4.24,f
00000000-0000-0000-0002-000000000053,4040,,,f
00000000-0000-0000-0002-000000000053,6080,3.99,4.13,f
00000000-0000-0000-0002-000000000053,3030,3.94,4.1,f
00000000-0000-0000-0002-000000000053,O020,4.24,3.94,f
00000000-0000-0000-0002-000000000053,9010,3.71,,f
00000000-0000-0000-0002-000000000053,5080,,3.82,f
00000000-0000-0000-0002-000000000053,Z010,4.06,3.91,f
00000000-0000-0000-0002-000000000053,4010,4.07,,f
00000000-0000-0000-0002-000000000053,B020,3.86,,f
00000000-0000-0000-0002-000000000054,4010,4.29,3.8,f
00000000-0000-0000-0002-000000000054,7060,4,4.22,f
00000000-0000-0000-0002-000000000054,9010,4.1,,f
00000000-0000-0000-0002-000000000055,2020,,,f
00000000-0000-0000-0002-000000000055,1010,3.76,3.92,f
00000000-0000-0000-0002-000000000055,6090,3.88,3.94,f
00000000-0000-0000-0002-000000000055,5020,4.14,4.17,f
00000000-0000-0000-0002-000000000055,3022,4.01,4.28,f
00000000-0000-0000-0002-000000000055,7060,4.24,4.07,f
00000000-0000-0000-0002-000000000055,5050,,,f
00000000-0000-0000-0002-000000000055,6060,4.1,4.29,f
00000000-0000-0000-0002-000000000055,1050,4.24,3.74,f
00000000-0000-0000-0002-000000000055,5070,3.96,3.85,f
00000000-0000-0000-0002-000000000055,4040,,,f
00000000-0000-0000-0002-000000000055,6010,3.96,4.07,f
00000000-0000-0000-0002-000000000055,1040,4.1,3.82,f
00000000-0000-0000-0002-000000000055,4081,3.87,4.27,f
00000000-0000-0000-0002-000000000055,7020,,,f
00000000-0000-0000-0002-000000000055,H040,,,f
00000000-0000-0000-0002-000000000055,8010,,3.8,f
00000000-0000-0000-0002-000000000055,7012,,4.17,f
00000000-0000-0000-0002-000000000055,50A0,,,f
00000000-0000-0000-0002-000000000055,5080,,,f
00000000-0000-0000-0002-000000000055,7050,,,f
00000000-0000-0000-0002-000000000055,3050,,,f
00000000-0000-0000-0002-000000000055,6120,4.07,,f
00000000-0000-0000-0002-000000000055,6130,,4.28,f
00000000-0000-0000-0002-000000000055,5040,4.06,,f
00000000-0000-0000-0002-000000000055,2090,,4.11,f
00000000-0000-0000-0002-000000000055,6030,4.01,,f
00000000-0000-0000-0002-000000000055,30A0,,4.04,f
00000000-0000-0000-0002-000000000055,6110,,4.29,f
00000000-0000-0000-0002-000000000055,A012,,3.97,f
00000000-0000-0000-0002-000000000055,60A0,,4.06,f
00000000-0000-0000-0002-000000000055,1090,3.94,4.21,f
00000000-0000-0000-0002-000000000055,6070,,,f
00000000-0000-0000-0002-000000000055,4090,,,f
00000000-0000-0000-0002-000000000055,7010,,4.14,f
00000000-0000-0000-0002-000000000055,9020,3.9,,f
00000000-0000-0000-0002-000000000055,1060,,4.15,f
00000000-0000-0000-0002-000000000055,2010,4.3,4.29,f
00000000-0000-0000-0002-000000000055,O020,,3.8,f
00000000-0000-0000-0002-000000000055,4060,3.74,4.06,f
00000000-0000-0000-0002-000000000055,3023,4.01,,f
00000000-0000-0000-0002-000000000055,3030,,,f
00000000-0000-0000-0002-000000000055,6050,3.85,,f
00000000-0000-0000-0002-000000000055,1011,3.96,4.26,f
00000000-0000-0000-0002-000000000055,2030,4.26,,f
00000000-0000-0000-0002-000000000055,4030,4.3,,f
00000000-0000-0000-0002-000000000055,1070,4.14,,f
00000000-0000-0000-0002-000000000055,1030,3.79,,f
00000000-0000-0000-0002-000000000055,3100,,4.13,f
00000000-0000-0000-0002-000000000055,H060,3.79,4.19,f
00000000-0000-0000-0002-000000000055,B010,4.22,4.03,f
00000000-0000-0000-0002-000000000055,2070,,4.3,f
00000000-0000-0000-0002-000000000055,6020,,,f
00000000-0000-0000-0002-000000000055,2080,,3.82,f
00000000-0000-0000-0002-000000000055,A011,4.18,4.13,f
00000000-0000-0000-0002-000000000055,3021,,4.27,f
00000000-0000-0000-0002-000000000055,4120,4.2,,f
00000000-0000-0000-0002-000000000055,Z010,,4.16,f
00000000-0000-0000-0002-000000000055,6100,3.93,,f
00000000-0000-0000-0002-000000000055,7030,3.71,,f
00000000-0000-0000-0002-000000000055,A013,,,f
00000000-0000-0000-0002-000000000055,5010,3.74,,f
00000000-0000-0000-0002-000000000055,3020,4.29,4.12,f
00000000-0000-0000-0002-000000000055,H050,3.95,,f
00000000-0000-0000-0002-000000000055,O010,,3.8,f
00000000-0000-0000-0002-000000000055,4080,,,f
00000000-0000-0000-0002-000000000055,4010,4.25,,f
00000000-0000-0000-0002-000000000055,1020,3.76,,f
00000000-0000-0000-0002-000000000056,5090,3.74,4.21,f
00000000-0000-0000-0002-000000000056,2010,3.81,,f
00000000-0000-0000-0002-000000000056,1090,3.85,,f
00000000-0000-0000-0002-000000000056,7020,4.24,4.09,f
00000000-0000-0000-0002-000000000056,H050,,,f
00000000-0000-0000-0002-000000000056,3021,3.95,,f
00000000-0000-0000-0002-000000000056,1070,4.27,,f
00000000-0000-0000-0002-000000000056,6150,4.23,4.02,f
00000000-0000-0000-0002-000000000056,2020,,4.05,f
00000000-0000-0000-0002-000000000056,7010,4.16,3.91,f
00000000-0000-0000-0002-000000000056,50A0,3.79,,f
00000000-0000-0000-0002-000000000056,7030,,,f
00000000-0000-0000-0002-000000000056,Z010,,,f
00000000-0000-0000-0002-000000000056,6050,3.84,3.85,f
00000000-0000-0000-0002-000000000056,2070,3.79,3.85,f
00000000-0000-0000-0002-000000000056,9020,,,f
00000000-0000-0000-0002-000000000056,2030,4.15,,f
00000000-0000-0000-0002-000000000056,60A0,,,f
00000000-0000-0000-0002-000000000057,4031,4.13,4.13,f
00000000-0000-0000-0002-000000000057,4040,4.29,,f
00000000-0000-0000-0002-000000000057,7012,4.21,,f
00000000-0000-0000-0002-000000000057,3050,,3.81,f
00000000-0000-0000-0002-000000000057,1040,,,f
00000000-0000-0000-0002-000000000057,3030,,,f
00000000-0000-0000-0002-000000000057,7020,,3.72,t
00000000-0000-0000-0002-000000000057,A013,3.7,3.88,f
00000000-0000-0000-0002-000000000057,4010,,,f
00000000-0000-0000-0002-000000000057,O020,4.24,,f
00000000-0000-0000-0002-000000000057,1030,3.79,,t
00000000-0000-0000-0002-000000000057,1050,4.06,4.19,f
00000000-0000-0000-0002-000000000057,7060,3.8,,f
00000000-0000-0000-0002-000000000057,9010,4.14,,f
00000000-0000-0000-0002-000000000057,4060,,,f
00000000-0000-0000-0002-000000000057,30A0,,,f
00000000-0000-0000-0002-000000000057,7030,,3.88,t
00000000-0000-0000-0002-000000000057,6030,3.98,4.26,f
00000000-0000-0000-0002-000000000057,50A0,,,f
00000000-0000-0000-0002-000000000058,4060,,,f
00000000-0000-0000-0002-000000000058,50A0,,,t
00000000-0000-0000-0002-000000000058,5080,,3.96,f
00000000-0000-0000-0002-000000000058,7010,3.95,,f
00000000-0000-0000-0002-000000000058,O020,,4.02,t
00000000-0000-0000-0002-000000000058,7060,,3.78,f
00000000-0000-0000-0002-000000000058,6020,,3.82,f
00000000-0000-0000-0002-000000000058,2090,,3.82,t
00000000-0000-0000-0002-000000000058,7040,,,f
00000000-0000-0000-0002-000000000058,1011,,,f
00000000-0000-0000-0002-000000000058,4030,3.74,,f
00000000-0000-0000-0002-000000000058,30A0,3.8,,f
00000000-0000-0000-0002-000000000058,B0A0,4.3,4.23,f
00000000-0000-0000-0002-000000000058,60A0,,,t
00000000-0000-0000-0002-000000000058,6120,,,f
00000000-0000-0000-0002-000000000058,1050,,3.88,f
00000000-0000-0000-0002-000000000058,4080,,,t
00000000-0000-0000-0002-000000000058,6090,,,t
00000000-0000-0000-0002-000000000058,7020,3.93,3.94,t
00000000-0000-0000-0002-000000000058,3023,4.02,,f
00000000-0000-0000-0002-000000000058,6150,3.85,,f
00000000-0000-0000-0002-000000000058,9020,3.77,4.19,f
00000000-0000-0000-0002-000000000058,3050,,4.16,t
00000000-0000-0000-0002-000000000058,5070,,,f
00000000-0000-0000-0002-000000000058,5010,,,f
00000000-0000-0000-0002-000000000058,6050,3.78,,f
00000000-0000-0000-0002-000000000058,Z010,,4.18,t
00000000-0000-0000-0002-000000000058,4120,3.99,,t
00000000-0000-0000-0002-000000000058,4010,,3.79,t
00000000-0000-0000-0002-000000000058,7050,,3.88,f
00000000-0000-0000-0002-000000000058,1060,4.13,4.2,f
00000000-0000-0000-0002-000000000058,3100,4.23,,f
00000000-0000-0000-0002-000000000058,4040,3.99,,f
00000000-0000-0000-0002-000000000058,7030,,,f
00000000-0000-0000-0002-000000000058,1090,,4.18,f
00000000-0000-0000-0002-000000000058,5090,,4.15,f
00000000-0000-0000-0002-000000000058,1040,4.2,,f
00000000-0000-0000-0002-000000000058,4081,4.08,,f
00000000-0000-0000-0002-000000000058,6130,,3.71,f
00000000-0000-0000-0002-000000000058,2030,,3.7,f
00000000-0000-0000-0002-000000000058,2040,4.27,4.28,f
00000000-0000-0000-0002-000000000058,1070,,3.82,f
00000000-0000-0000-0002-000000000058,B010,,3.85,f
00000000-0000-0000-0002-000000000058,2070,3.78,4.27,f
00000000-0000-0000-0002-000000000058,1020,4.14,,f
00000000-0000-0000-0002-000000000058,5040,,,t
00000000-0000-0000-0002-000000000058,5050,4.18,3.96,f
00000000-0000-0000-0002-000000000058,3021,,,t
00000000-0000-0000-0002-000000000058,2020,,3.88,f
00000000-0000-0000-0002-000000000058,3022,,,t
00000000-0000-0000-0002-000000000058,4031,4.07,,f
00000000-0000-0000-0002-000000000058,1010,,,f
00000000-0000-0000-0002-000000000058,6010,3.98,4.09,f
00000000-0000-0000-0002-000000000059,6100,3.89,,f
00000000-0000-0000-0002-000000000059,6060,3.93,3.77,f
00000000-0000-0000-0002-000000000059,3022,4.3,,f
00000000-0000-0000-0002-000000000059,40A0,,,f
00000000-0000-0000-0002-000000000059,1011,,,f
00000000-0000-0000-0002-000000000059,30A0,4,,f
00000000-0000-0000-0002-000000000059,1060,,,f
00000000-0000-0000-0002-000000000059,Z010,,,f
00000000-0000-0000-0002-000000000059,9010,3.95,4.1,f
00000000-0000-0000-0002-000000000059,2070,3.82,,f
00000000-0000-0000-0002-000000000059,6150,,,f
00000000-0000-0000-0002-000000000059,5010,3.76,3.93,f
00000000-0000-0000-0002-000000000059,6010,,,f
00000000-0000-0000-0002-000000000059,3020,,,f
00000000-0000-0000-0002-000000000059,5070,,,f
00000000-0000-0000-0002-000000000059,1020,,,f
00000000-0000-0000-0002-000000000059,2020,,4.11,f
00000000-0000-0000-0002-000000000059,6090,3.71,4.15,f
00000000-0000-0000-0002-000000000059,7010,,,f
00000000-0000-0000-0002-000000000059,A012,3.82,,f
00000000-0000-0000-0002-000000000059,4080,3.72,,f
00000000-0000-0000-0002-000000000059,1070,,4.03,f
00000000-0000-0000-0002-000000000059,7040,,,f
00000000-0000-0000-0002-000000000059,3100,,,f
00000000-0000-0000-0002-000000000059,4031,,,f
00000000-0000-0000-0002-000000000059,4081,3.9,4.18,f
00000000-0000-0000-0002-000000000059,A011,3.76,,f
00000000-0000-0000-0002-000000000060,6070,,3.81,f
00000000-0000-0000-0002-000000000060,1010,,,f
00000000-0000-0000-0002-000000000060,5040,,3.95,f
00000000-0000-0000-0002-000000000060,B0A0,4.1,,f
00000000-0000-0000-0002-000000000060,9010,,3.76,f
00000000-0000-0000-0002-000000000060,1011,3.93,3.91,f
00000000-0000-0000-0002-000000000060,6010,,,f
00000000-0000-0000-0002-000000000060,7050,3.98,3.72,f
00000000-0000-0000-0002-000000000060,O010,,3.99,f
00000000-0000-0000-0002-000000000060,A011,,3.73,f
00000000-0000-0000-0002-000000000060,50A0,,,f
00000000-0000-0000-0002-000000000060,2010,,,f
00000000-0000-0000-0002-000000000060,1070,,,f
00000000-0000-0000-0002-000000000060,4120,4.14,,f
00000000-0000-0000-0002-000000000060,8010,,,f
00000000-0000-0000-0002-000000000060,H060,4.04,,f
00000000-0000-0000-0002-000000000060,5070,3.96,,f
00000000-0000-0000-0002-000000000060,1040,4.28,4.09,f
00000000-0000-0000-0002-000000000060,40A0,3.99,4.11,f
00000000-0000-0000-0002-000000000060,5010,3.8,,f
00000000-0000-0000-0002-000000000060,4090,4.19,4.03,f
00000000-0000-0000-0002-000000000060,6100,3.78,4.29,f
00000000-0000-0000-0002-000000000060,7060,,,f
00000000-0000-0000-0002-000000000060,6090,4,,f
00000000-0000-0000-0002-000000000060,2020,4.08,,f
00000000-0000-0000-0002-000000000060,2090,4.21,,f
00000000-0000-0000-0002-000000000060,6020,,,f
00000000-0000-0000-0002-000000000060,3050,3.82,,f
00000000-0000-0000-0002-000000000060,30A0,,3.71,f
00000000-0000-0000-0002-000000000060,Z010,,4.14,f
00000000-0000-0000-0002-000000000060,3020,3.86,,f
00000000-0000-0000-0002-000000000060,B020,,,f
00000000-0000-0000-0002-000000000061,7050,3.79,,f
00000000-0000-0000-0002-000000000061,4020,,4.24,f
00000000-0000-0000-0002-000000000061,2080,3.92,4.25,f
00000000-0000-0000-0002-000000000061,4060,3.91,,f
00000000-0000-0000-0002-000000000061,5050,3.88,3.77,f
00000000-0000-0000-0002-000000000061,6120,,,f
00000000-0000-0000-0002-000000000061,1030,3.82,3.79,f
00000000-0000-0000-0002-000000000061,3023,3.83,,f
00000000-0000-0000-0002-000000000061,Z010,,3.81,f
00000000-0000-0000-0002-000000000061,A012,,,f
00000000-0000-0000-0002-000000000061,6130,,4.14,f
00000000-0000-0000-0002-000000000061,8010,,3.77,f
00000000-0000-0000-0002-000000000061,O010,,4.05,f
00000000-0000-0000-0002-000000000061,1020,,,f
00000000-0000-0000-0002-000000000061,3022,,,f
00000000-0000-0000-0002-000000000061,2010,3.77,4.08,f
00000000-0000-0000-0002-000000000061,7030,3.79,,f
00000000-0000-0000-0002-000000000061,1011,,3.81,f
00000000-0000-0000-0002-000000000061,H060,3.86,,f
00000000-0000-0000-0002-000000000061,4030,3.8,,f
00000000-0000-0000-0002-000000000061,3021,3.79,4.24,f
00000000-0000-0000-0002-000000000061,7020,3.93,4.08,f
00000000-0000-0000-0002-000000000061,5040,,,f
00000000-0000-0000-0002-000000000061,6020,,4.25,f
00000000-0000-0000-0002-000000000061,1090,,3.78,f
00000000-0000-0000-0002-000000000061,B010,4.29,3.92,f
00000000-0000-0000-0002-000000000061,2020,,4.21,f
00000000-0000-0000-0002-000000000061,6030,3.85,4.27,f
00000000-0000-0000-0002-000000000061,2090,,,f
00000000-0000-0000-0002-000000000061,9020,,4.06,f
00000000-0000-0000-0002-000000000061,5080,,3.85,f
00000000-0000-0000-0002-000000000061,6080,3.7,4.21,f
00000000-0000-0000-0002-000000000061,B0A0,,,f
00000000-0000-0000-0002-000000000061,6060,4.29,4.11,f
00000000-0000-0000-0002-000000000061,6150,,,f
00000000-0000-0000-0002-000000000061,7060,,,f
00000000-0000-0000-0002-000000000061,1040,4.27,4.27,f
00000000-0000-0000-0002-000000000061,1060,,4.22,f
00000000-0000-0000-0002-000000000061,4081,3.92,,f
00000000-0000-0000-0002-000000000061,4090,3.89,4.14,f
00000000-0000-0000-0002-000000000061,O020,,,f
00000000-0000-0000-0002-000000000062,4030,4.27,,f
00000000-0000-0000-0002-000000000062,B020,,,f
00000000-0000-0000-0002-000000000062,3020,4.07,3.99,f
00000000-0000-0000-0002-000000000062,5020,4.23,,f
00000000-0000-0000-0002-000000000062,4080,,,f
00000000-0000-0000-0002-000000000062,6050,,,f
00000000-0000-0000-0002-000000000062,6080,3.8,,f
00000000-0000-0000-0002-000000000062,5070,,3.83,f
00000000-0000-0000-0002-000000000062,4081,,3.86,f
00000000-0000-0000-0002-000000000062,1050,,,f
00000000-0000-0000-0002-000000000062,3022,,,f
