user_id,semester,gpa
00000000-0000-0000-0000-000000000313,113-1,2.873
00000000-0000-0000-0000-000000000313,113-2,1.927
00000000-0000-0000-0000-000000000153,106-1,3.482
00000000-0000-0000-0000-000000000153,106-2,2.6
00000000-0000-0000-0000-000000000153,107-1,3
00000000-0000-0000-0000-000000000153,107-2,1.8
00000000-0000-0000-0000-000000000153,108-1,3.2
00000000-0000-0000-0000-000000000153,108-2,3.7
00000000-0000-0000-0000-000000000153,109-1,2.15
00000000-0000-0000-0000-000000000153,109-2,2.4
00000000-0000-0000-0000-000000000153,110-1,2
00000000-0000-0000-0000-000000000153,110-2,2.79
00000000-0000-0000-0000-000000000153,111-1,2.023
00000000-0000-0000-0000-000000000153,111-2,3.433
00000000-0000-0000-0000-000000000153,112-1,1.123
00000000-0000-0000-0000-000000000153,112-2,1.773
00000000-0000-0000-0000-000000000153,113-1,2.718
00000000-0000-0000-0000-000000000153,113-2,3
00000000-0000-0000-0000-000000000540,110-1,3.467
00000000-0000-0000-0000-000000000540,110-2,2.19
00000000-0000-0000-0000-000000000540,111-1,3.077
00000000-0000-0000-0000-000000000540,111-2,3.609
00000000-0000-0000-0000-000000000540,112-1,1.946
00000000-0000-0000-0000-000000000540,112-2,3.41
00000000-0000-0000-0000-000000000540,113-1,2.555
00000000-0000-0000-0000-000000000540,113-2,2.64
00000000-0000-0000-0000-000000000194,108-1,1.52
00000000-0000-0000-0000-000000000194,108-2,3.391
00000000-0000-0000-0000-000000000194,109-1,3.667
00000000-0000-0000-0000-000000000194,109-2,2.817
00000000-0000-0000-0000-000000000194,110-1,3.1
00000000-0000-0000-0000-000000000194,110-2,1.22
00000000-0000-0000-0000-000000000194,111-1,1.773
00000000-0000-0000-0000-000000000194,111-2,2.7
00000000-0000-0000-0000-000000000194,112-1,3.291
00000000-0000-0000-0000-000000000194,112-2,3.07
00000000-0000-0000-0000-000000000194,113-1,2.767
00000000-0000-0000-0000-000000000194,113-2,2.164
00000000-0000-0000-0000-000000000581,109-1,2.78
00000000-0000-0000-0000-000000000581,109-2,1.031
00000000-0000-0000-0000-000000000581,110-1,2.767
00000000-0000-0000-0000-000000000581,110-2,2.86
00000000-0000-0000-0000-000000000581,111-1,2.418
00000000-0000-0000-0000-000000000581,111-2,2.685
00000000-0000-0000-0000-000000000581,112-1,1.709
00000000-0000-0000-0000-000000000581,112-2,2.185
00000000-0000-0000-0000-000000000581,113-1,2.762
00000000-0000-0000-0000-000000000581,113-2,2.464
00000000-0000-0000-0000-000000000261,113-1,3.36
00000000-0000-0000-0000-000000000261,113-2,1.164
00000000-0000-0000-0000-000000000349,111-1,3.983
00000000-0000-0000-0000-000000000349,111-2,2.082
00000000-0000-0000-0000-000000000349,112-1,3.26
00000000-0000-0000-0000-000000000349,112-2,2.882
00000000-0000-0000-0000-000000000349,113-1,2.51
00000000-0000-0000-0000-000000000349,113-2,2.083
00000000-0000-0000-0000-000000000345,113-1,3.118
00000000-0000-0000-0000-000000000345,113-2,2.327
00000000-0000-0000-0000-000000000617,109-1,2.225
00000000-0000-0000-0000-000000000617,109-2,2.7
00000000-0000-0000-0000-000000000617,110-1,2.62
00000000-0000-0000-0000-000000000617,110-2,2.092
00000000-0000-0000-0000-000000000617,111-1,1.94
00000000-0000-0000-0000-000000000617,111-2,2.883
00000000-0000-0000-0000-000000000617,112-1,2.91
00000000-0000-0000-0000-000000000617,112-2,3.336
00000000-0000-0000-0000-000000000617,113-1,1.92
00000000-0000-0000-0000-000000000617,113-2,2.355
00000000-0000-0000-0000-000000000458,107-1,3.91
00000000-0000-0000-0000-000000000458,107-2,2.873
00000000-0000-0000-0000-000000000458,108-1,2.933
00000000-0000-0000-0000-000000000458,108-2,2.727
00000000-0000-0000-0000-000000000458,109-1,3.67
00000000-0000-0000-0000-000000000458,109-2,2.109
00000000-0000-0000-0000-000000000458,110-1,1.818
00000000-0000-0000-0000-000000000458,110-2,2.26
00000000-0000-0000-0000-000000000458,111-1,3.667
00000000-0000-0000-0000-000000000458,111-2,3.12
00000000-0000-0000-0000-000000000458,112-1,1.864
00000000-0000-0000-0000-000000000458,112-2,2.61
00000000-0000-0000-0000-000000000458,113-1,2.917
00000000-0000-0000-0000-000000000458,113-2,2.364
00000000-0000-0000-0000-000000000152,111-1,3.34
00000000-0000-0000-0000-000000000152,111-2,1.869
00000000-0000-0000-0000-000000000152,112-1,2.05
00000000-0000-0000-0000-000000000152,112-2,2.4
00000000-0000-0000-0000-000000000152,113-1,2.4
00000000-0000-0000-0000-000000000152,113-2,1.88
00000000-0000-0000-0000-000000000279,107-1,3.845
00000000-0000-0000-0000-000000000279,107-2,2.6
00000000-0000-0000-0000-000000000279,108-1,2.882
00000000-0000-0000-0000-000000000279,108-2,3.31
00000000-0000-0000-0000-000000000279,109-1,2.14
00000000-0000-0000-0000-000000000279,109-2,2.8
00000000-0000-0000-0000-000000000279,110-1,3.52
00000000-0000-0000-0000-000000000279,110-2,3.127
00000000-0000-0000-0000-000000000279,111-1,3.06
00000000-0000-0000-0000-000000000279,111-2,3.123
00000000-0000-0000-0000-000000000279,112-1,3.423
00000000-0000-0000-0000-000000000279,112-2,1.94
00000000-0000-0000-0000-000000000279,113-1,3.6
00000000-0000-0000-0000-000000000279,113-2,3.34
00000000-0000-0000-0000-000000000586,110-1,2.717
00000000-0000-0000-0000-000000000586,110-2,3.65
00000000-0000-0000-0000-000000000586,111-1,3.2
00000000-0000-0000-0000-000000000586,111-2,3.509
00000000-0000-0000-0000-000000000586,112-1,3.191
00000000-0000-0000-0000-000000000586,112-2,3.43
00000000-0000-0000-0000-000000000586,113-1,2.654
00000000-0000-0000-0000-000000000586,113-2,2.092
00000000-0000-0000-0000-000000000162,108-1,3.375
00000000-0000-0000-0000-000000000162,108-2,2.9
00000000-0000-0000-0000-000000000162,109-1,3.567
00000000-0000-0000-0000-000000000162,109-2,1.29
00000000-0000-0000-0000-000000000162,110-1,3.117
00000000-0000-0000-0000-000000000162,110-2,2.24
00000000-0000-0000-0000-000000000162,111-1,2.864
00000000-0000-0000-0000-000000000162,111-2,3.54
00000000-0000-0000-0000-000000000162,112-1,2.15
00000000-0000-0000-0000-000000000162,112-2,2.118
00000000-0000-0000-0000-000000000162,113-1,3.645
00000000-0000-0000-0000-000000000162,113-2,3.045
00000000-0000-0000-0000-000000000464,113-1,3.64
00000000-0000-0000-0000-000000000464,113-2,3.292
00000000-0000-0000-0000-000000000343,108-1,2.74
00000000-0000-0000-0000-000000000343,108-2,2.36
00000000-0000-0000-0000-000000000343,109-1,3.967
00000000-0000-0000-0000-000000000343,109-2,3.5
00000000-0000-0000-0000-000000000343,110-1,2.3
00000000-0000-0000-0000-000000000343,110-2,2.1
00000000-0000-0000-0000-000000000343,111-1,2.433
00000000-0000-0000-0000-000000000343,111-2,2
00000000-0000-0000-0000-000000000343,112-1,2.79
00000000-0000-0000-0000-000000000343,112-2,3.009
00000000-0000-0000-0000-000000000343,113-1,2.433
00000000-0000-0000-0000-000000000343,113-2,3.145
00000000-0000-0000-0000-000000000556,110-1,2.96
00000000-0000-0000-0000-000000000556,110-2,3.123
00000000-0000-0000-0000-000000000556,111-1,2.333
00000000-0000-0000-0000-000000000556,111-2,2.4
00000000-0000-0000-0000-000000000556,112-1,3.236
00000000-0000-0000-0000-000000000556,112-2,3.173
00000000-0000-0000-0000-000000000556,113-1,1.14
00000000-0000-0000-0000-000000000556,113-2,3.164
00000000-0000-0000-0000-000000000307,113-1,3.13
00000000-0000-0000-0000-000000000307,113-2,3.417
00000000-0000-0000-0000-000000000395,111-1,0.964
00000000-0000-0000-0000-000000000395,111-2,2.427
00000000-0000-0000-0000-000000000395,112-1,3.827
00000000-0000-0000-0000-000000000395,112-2,1.7
00000000-0000-0000-0000-000000000395,113-1,3.98
00000000-0000-0000-0000-000000000395,113-2,3.07
00000000-0000-0000-0000-000000000314,112-1,1.675
00000000-0000-0000-0000-000000000314,112-2,3.64
00000000-0000-0000-0000-000000000314,113-1,2.345
00000000-0000-0000-0000-000000000314,113-2,2.89
00000000-0000-0000-0000-000000000503,110-1,1.867
00000000-0000-0000-0000-000000000503,110-2,2.733
00000000-0000-0000-0000-000000000503,111-1,2.264
00000000-0000-0000-0000-000000000503,111-2,1.14
00000000-0000-0000-0000-000000000503,112-1,1.88
00000000-0000-0000-0000-000000000503,112-2,1.89
00000000-0000-0000-0000-000000000503,113-1,3.273
00000000-0000-0000-0000-000000000503,113-2,2.762
00000000-0000-0000-0000-000000000611,109-1,3.231
00000000-0000-0000-0000-000000000611,109-2,2.06
00000000-0000-0000-0000-000000000611,110-1,3
00000000-0000-0000-0000-000000000611,110-2,4.05
00000000-0000-0000-0000-000000000611,111-1,2.2
00000000-0000-0000-0000-000000000611,111-2,3.52
00000000-0000-0000-0000-000000000611,112-1,1
00000000-0000-0000-0000-000000000611,112-2,3.15
00000000-0000-0000-0000-000000000611,113-1,3.282
00000000-0000-0000-0000-000000000611,113-2,3.72
00000000-0000-0000-0000-000000000357,112-1,3.809
00000000-0000-0000-0000-000000000357,112-2,2.546
00000000-0000-0000-0000-000000000357,113-1,2.991
00000000-0000-0000-0000-000000000357,113-2,2.48
00000000-0000-0000-0000-000000000500,110-1,2.177
00000000-0000-0000-0000-000000000500,110-2,3.84
00000000-0000-0000-0000-000000000500,111-1,2.791
00000000-0000-0000-0000-000000000500,111-2,1.14
00000000-0000-0000-0000-000000000500,112-1,2.545
00000000-0000-0000-0000-000000000500,112-2,1.738
00000000-0000-0000-0000-000000000500,113-1,1.192
00000000-0000-0000-0000-000000000500,113-2,1.991
00000000-0000-0000-0000-000000000585,109-1,2.125
00000000-0000-0000-0000-000000000585,109-2,3.536
00000000-0000-0000-0000-000000000585,110-1,2.56
00000000-0000-0000-0000-000000000585,110-2,3.027
00000000-0000-0000-0000-000000000585,111-1,2.931
00000000-0000-0000-0000-000000000585,111-2,3.02
00000000-0000-0000-0000-000000000585,112-1,4.069
00000000-0000-0000-0000-000000000585,112-2,2.682
00000000-0000-0000-0000-000000000585,113-1,3.427
00000000-0000-0000-0000-000000000585,113-2,2.8
00000000-0000-0000-0000-000000000598,113-1,2.34
00000000-0000-0000-0000-000000000598,113-2,3.4
00000000-0000-0000-0000-000000000575,109-1,1.617
00000000-0000-0000-0000-000000000575,109-2,2.918
00000000-0000-0000-0000-000000000575,110-1,2.567
00000000-0000-0000-0000-000000000575,110-2,2.918
00000000-0000-0000-0000-000000000575,111-1,2.8
00000000-0000-0000-0000-000000000575,111-2,2.436
00000000-0000-0000-0000-000000000575,112-1,3.32
00000000-0000-0000-0000-000000000575,112-2,1.717
00000000-0000-0000-0000-000000000575,113-1,2.52
00000000-0000-0000-0000-000000000575,113-2,1.45
00000000-0000-0000-0000-000000000548,108-1,2.991
00000000-0000-0000-0000-000000000548,108-2,3.636
00000000-0000-0000-0000-000000000548,109-1,3.82
00000000-0000-0000-0000-000000000548,109-2,2.808
00000000-0000-0000-0000-000000000548,110-1,3.4
00000000-0000-0000-0000-000000000548,110-2,3.333
00000000-0000-0000-0000-000000000548,111-1,2.383
00000000-0000-0000-0000-000000000548,111-2,2.74
00000000-0000-0000-0000-000000000548,112-1,3.045
00000000-0000-0000-0000-000000000548,112-2,1.6
00000000-0000-0000-0000-000000000548,113-1,2.9
00000000-0000-0000-0000-000000000548,113-2,1.592
00000000-0000-0000-0000-000000000486,110-1,3.067
00000000-0000-0000-0000-000000000486,110-2,3.355
00000000-0000-0000-0000-000000000486,111-1,2.1
00000000-0000-0000-0000-000000000486,111-2,2.309
00000000-0000-0000-0000-000000000486,112-1,1.34
00000000-0000-0000-0000-000000000486,112-2,0.86
00000000-0000-0000-0000-000000000486,113-1,2.282
00000000-0000-0000-0000-000000000486,113-2,2.92
00000000-0000-0000-0000-000000000276,112-1,2.618
00000000-0000-0000-0000-000000000276,112-2,2.92
00000000-0000-0000-0000-000000000276,113-1,3.092
00000000-0000-0000-0000-000000000276,113-2,2.418
00000000-0000-0000-0000-000000000197,107-1,3.333
00000000-0000-0000-0000-000000000197,107-2,2.967
00000000-0000-0000-0000-000000000197,108-1,2.61
00000000-0000-0000-0000-000000000197,108-2,3.08
00000000-0000-0000-0000-000000000197,109-1,1.26
00000000-0000-0000-0000-000000000197,109-2,3.667
00000000-0000-0000-0000-000000000197,110-1,2.15
00000000-0000-0000-0000-000000000197,110-2,2.14
00000000-0000-0000-0000-000000000197,111-1,3.292
00000000-0000-0000-0000-000000000197,111-2,2.54
00000000-0000-0000-0000-000000000197,112-1,3.445
00000000-0000-0000-0000-000000000197,112-2,2.44
00000000-0000-0000-0000-000000000197,113-1,3.3
00000000-0000-0000-0000-000000000197,113-2,2.783
00000000-0000-0000-0000-000000000572,112-1,2.633
00000000-0000-0000-0000-000000000572,112-2,2.54
00000000-0000-0000-0000-000000000572,113-1,2.58
00000000-0000-0000-0000-000000000572,113-2,2.8
00000000-0000-0000-0000-000000000423,112-1,2.245
00000000-0000-0000-0000-000000000423,112-2,2.331
00000000-0000-0000-0000-000000000423,113-1,1.6
00000000-0000-0000-0000-000000000423,113-2,3.373
00000000-0000-0000-0000-000000000431,112-1,2.618
00000000-0000-0000-0000-000000000431,112-2,2.082
00000000-0000-0000-0000-000000000431,113-1,1.925
00000000-0000-0000-0000-000000000431,113-2,1.527
00000000-0000-0000-0000-000000000420,111-1,3.3
00000000-0000-0000-0000-000000000420,111-2,2.355
00000000-0000-0000-0000-000000000420,112-1,3.755
00000000-0000-0000-0000-000000000420,112-2,2.808
00000000-0000-0000-0000-000000000420,113-1,3.22
00000000-0000-0000-0000-000000000420,113-2,2.645
00000000-0000-0000-0000-000000000245,112-1,2.464
00000000-0000-0000-0000-000000000245,112-2,1.658
00000000-0000-0000-0000-000000000245,113-1,3.26
00000000-0000-0000-0000-000000000245,113-2,3.118
00000000-0000-0000-0000-000000000309,107-1,3.925
00000000-0000-0000-0000-000000000309,107-2,1.564
00000000-0000-0000-0000-000000000309,108-1,3.467
00000000-0000-0000-0000-000000000309,108-2,3.191
00000000-0000-0000-0000-000000000309,109-1,2.73
00000000-0000-0000-0000-000000000309,109-2,3
00000000-0000-0000-0000-000000000309,110-1,2.6
00000000-0000-0000-0000-000000000309,110-2,1.54
00000000-0000-0000-0000-000000000309,111-1,3.38
00000000-0000-0000-0000-000000000309,111-2,2.845
00000000-0000-0000-0000-000000000309,112-1,3.2
00000000-0000-0000-0000-000000000309,112-2,3.32
00000000-0000-0000-0000-000000000309,113-1,3.26
00000000-0000-0000-0000-000000000309,113-2,2.46
00000000-0000-0000-0000-000000000442,113-1,3.06
00000000-0000-0000-0000-000000000442,113-2,3.15
00000000-0000-0000-0000-000000000485,109-1,2.8
00000000-0000-0000-0000-000000000485,109-2,2.155
00000000-0000-0000-0000-000000000485,110-1,3.245
00000000-0000-0000-0000-000000000485,110-2,3.283
00000000-0000-0000-0000-000000000485,111-1,1.08
00000000-0000-0000-0000-000000000485,111-2,1.1
00000000-0000-0000-0000-000000000485,112-1,3.577
00000000-0000-0000-0000-000000000485,112-2,1.585
00000000-0000-0000-0000-000000000485,113-1,3.254
00000000-0000-0000-0000-000000000485,113-2,3.29
00000000-0000-0000-0000-000000000187,109-1,2.36
00000000-0000-0000-0000-000000000187,109-2,3
00000000-0000-0000-0000-000000000187,110-1,3.367
00000000-0000-0000-0000-000000000187,110-2,2.8
00000000-0000-0000-0000-000000000187,111-1,2.825
00000000-0000-0000-0000-000000000187,111-2,2.783
00000000-0000-0000-0000-000000000187,112-1,1.233
00000000-0000-0000-0000-000000000187,112-2,2.14
00000000-0000-0000-0000-000000000187,113-1,2.333
00000000-0000-0000-0000-000000000187,113-2,1.483
00000000-0000-0000-0000-000000000210,108-1,3.417
00000000-0000-0000-0000-000000000210,108-2,1.62
00000000-0000-0000-0000-000000000210,109-1,2.72
00000000-0000-0000-0000-000000000210,109-2,2.52
00000000-0000-0000-0000-000000000210,110-1,2.2
00000000-0000-0000-0000-000000000210,110-2,3.14
00000000-0000-0000-0000-000000000210,111-1,3.869
00000000-0000-0000-0000-000000000210,111-2,3.755
00000000-0000-0000-0000-000000000210,112-1,3.064
00000000-0000-0000-0000-000000000210,112-2,1.964
00000000-0000-0000-0000-000000000210,113-1,1.636
00000000-0000-0000-0000-000000000210,113-2,3.018
00000000-0000-0000-0000-000000000386,112-1,3.473
00000000-0000-0000-0000-000000000386,112-2,1.68
00000000-0000-0000-0000-000000000386,113-1,2.79
00000000-0000-0000-0000-000000000386,113-2,3.48
00000000-0000-0000-0000-000000000536,109-1,2.554
00000000-0000-0000-0000-000000000536,109-2,3.58
00000000-0000-0000-0000-000000000536,110-1,2.9
00000000-0000-0000-0000-000000000536,110-2,2.84
00000000-0000-0000-0000-000000000536,111-1,3.4
00000000-0000-0000-0000-000000000536,111-2,3.22
00000000-0000-0000-0000-000000000536,112-1,2.977
00000000-0000-0000-0000-000000000536,112-2,3.082
00000000-0000-0000-0000-000000000536,113-1,2.29
00000000-0000-0000-0000-000000000536,113-2,2.87
00000000-0000-0000-0000-000000000482,108-1,2.973
00000000-0000-0000-0000-000000000482,108-2,1.282
00000000-0000-0000-0000-000000000482,109-1,2.66
00000000-0000-0000-0000-000000000482,109-2,2.273
00000000-0000-0000-0000-000000000482,110-1,2.918
00000000-0000-0000-0000-000000000482,110-2,2.34
00000000-0000-0000-0000-000000000482,111-1,2.427
00000000-0000-0000-0000-000000000482,111-2,3.664
00000000-0000-0000-0000-000000000482,112-1,2.718
00000000-0000-0000-0000-000000000482,112-2,3.145
00000000-0000-0000-0000-000000000482,113-1,2.782
00000000-0000-0000-0000-000000000482,113-2,2.467
00000000-0000-0000-0000-000000000251,108-1,2.327
00000000-0000-0000-0000-000000000251,108-2,2.792
00000000-0000-0000-0000-000000000251,109-1,2.6
00000000-0000-0000-0000-000000000251,109-2,3.108
00000000-0000-0000-0000-000000000251,110-1,2.364
00000000-0000-0000-0000-000000000251,110-2,2.52
00000000-0000-0000-0000-000000000251,111-1,2.5
00000000-0000-0000-0000-000000000251,111-2,2.764
00000000-0000-0000-0000-000000000251,112-1,3.082
00000000-0000-0000-0000-000000000251,112-2,2.8
00000000-0000-0000-0000-000000000251,113-1,2.14
00000000-0000-0000-0000-000000000251,113-2,3.023
00000000-0000-0000-0000-000000000163,107-1,2.667
00000000-0000-0000-0000-000000000163,107-2,2.918
00000000-0000-0000-0000-000000000163,108-1,3.355
00000000-0000-0000-0000-000000000163,108-2,2.89
00000000-0000-0000-0000-000000000163,109-1,2.467
00000000-0000-0000-0000-000000000163,109-2,2.4
00000000-0000-0000-0000-000000000163,110-1,3.082
00000000-0000-0000-0000-000000000163,110-2,3.164
00000000-0000-0000-0000-000000000163,111-1,2
00000000-0000-0000-0000-000000000163,111-2,2.618
00000000-0000-0000-0000-000000000163,112-1,3.045
00000000-0000-0000-0000-000000000163,112-2,3.027
00000000-0000-0000-0000-000000000163,113-1,2.685
00000000-0000-0000-0000-000000000163,113-2,2.983
00000000-0000-0000-0000-000000000278,109-1,2.34
00000000-0000-0000-0000-000000000278,109-2,2.117
00000000-0000-0000-0000-000000000278,110-1,3.833
00000000-0000-0000-0000-000000000278,110-2,3.29
00000000-0000-0000-0000-000000000278,111-1,1.927
00000000-0000-0000-0000-000000000278,111-2,2.246
00000000-0000-0000-0000-000000000278,112-1,2.6
00000000-0000-0000-0000-000000000278,112-2,2.4
00000000-0000-0000-0000-000000000278,113-1,3.2
00000000-0000-0000-0000-000000000278,113-2,3.35
00000000-0000-0000-0000-000000000451,113-1,3.282
00000000-0000-0000-0000-000000000451,113-2,3.1
00000000-0000-0000-0000-000000000292,110-1,2.791
00000000-0000-0000-0000-000000000292,110-2,1.777
00000000-0000-0000-0000-000000000292,111-1,2.264
00000000-0000-0000-0000-000000000292,111-2,3.145
00000000-0000-0000-0000-000000000292,112-1,1.45
00000000-0000-0000-0000-000000000292,112-2,2.418
00000000-0000-0000-0000-000000000292,113-1,2.527
00000000-0000-0000-0000-000000000292,113-2,2.92
00000000-0000-0000-0000-000000000367,107-1,2.94
00000000-0000-0000-0000-000000000367,107-2,2.569
00000000-0000-0000-0000-000000000367,108-1,3.14
00000000-0000-0000-0000-000000000367,108-2,2.7
00000000-0000-0000-0000-000000000367,109-1,2.354
00000000-0000-0000-0000-000000000367,109-2,2.3
00000000-0000-0000-0000-000000000367,110-1,1.464
00000000-0000-0000-0000-000000000367,110-2,2.3
00000000-0000-0000-0000-000000000367,111-1,2.245
00000000-0000-0000-0000-000000000367,111-2,2.464
00000000-0000-0000-0000-000000000367,112-1,3.333
00000000-0000-0000-0000-000000000367,112-2,2.367
00000000-0000-0000-0000-000000000367,113-1,2.71
00000000-0000-0000-0000-000000000367,113-2,2.31
00000000-0000-0000-0000-000000000537,110-1,3.1
00000000-0000-0000-0000-000000000537,110-2,2.92
00000000-0000-0000-0000-000000000537,111-1,3.35
00000000-0000-0000-0000-000000000537,111-2,2.227
00000000-0000-0000-0000-000000000537,112-1,1.673
00000000-0000-0000-0000-000000000537,112-2,2.955
00000000-0000-0000-0000-000000000537,113-1,2.49
00000000-0000-0000-0000-000000000537,113-2,2.291
00000000-0000-0000-0000-000000000532,107-1,3.34
00000000-0000-0000-0000-000000000532,107-2,2.409
00000000-0000-0000-0000-000000000532,108-1,2.073
00000000-0000-0000-0000-000000000532,108-2,2.4
00000000-0000-0000-0000-000000000532,109-1,2.908
00000000-0000-0000-0000-000000000532,109-2,2.727
00000000-0000-0000-0000-000000000532,110-1,1.455
00000000-0000-0000-0000-000000000532,110-2,2.6
00000000-0000-0000-0000-000000000532,111-1,3.809
00000000-0000-0000-0000-000000000532,111-2,2.667
00000000-0000-0000-0000-000000000532,112-1,3.109
00000000-0000-0000-0000-000000000532,112-2,3.38
00000000-0000-0000-0000-000000000532,113-1,3.26
00000000-0000-0000-0000-000000000532,113-2,3.027
00000000-0000-0000-0000-000000000606,111-1,3.26
00000000-0000-0000-0000-000000000606,111-2,3.123
00000000-0000-0000-0000-000000000606,112-1,2.96
00000000-0000-0000-0000-000000000606,112-2,3.65
00000000-0000-0000-0000-000000000606,113-1,1.962
00000000-0000-0000-0000-000000000606,113-2,3.14
00000000-0000-0000-0000-000000000596,112-1,2.933
00000000-0000-0000-0000-000000000596,112-2,2.336
00000000-0000-0000-0000-000000000596,113-1,3.54
00000000-0000-0000-0000-000000000596,113-2,3.07
00000000-0000-0000-0000-000000000512,111-1,2.82
00000000-0000-0000-0000-000000000512,111-2,2.618
00000000-0000-0000-0000-000000000512,112-1,2.809
00000000-0000-0000-0000-000000000512,112-2,2.609
00000000-0000-0000-0000-000000000512,113-1,2.833
00000000-0000-0000-0000-000000000512,113-2,3.464
00000000-0000-0000-0000-000000000460,110-1,2.767
00000000-0000-0000-0000-000000000460,110-2,2.96
00000000-0000-0000-0000-000000000460,111-1,3.291
00000000-0000-0000-0000-000000000460,111-2,1.233
00000000-0000-0000-0000-000000000460,112-1,2.545
00000000-0000-0000-0000-000000000460,112-2,1.99
00000000-0000-0000-0000-000000000460,113-1,3.18
00000000-0000-0000-0000-000000000460,113-2,3.464
00000000-0000-0000-0000-000000000412,111-1,2.118
00000000-0000-0000-0000-000000000412,111-2,3.155
00000000-0000-0000-0000-000000000412,112-1,2.164
00000000-0000-0000-0000-000000000412,112-2,2.745
00000000-0000-0000-0000-000000000412,113-1,1.78
00000000-0000-0000-0000-000000000412,113-2,2.736
00000000-0000-0000-0000-000000000507,111-1,1.51
00000000-0000-0000-0000-000000000507,111-2,3.318
00000000-0000-0000-0000-000000000507,112-1,4.109
00000000-0000-0000-0000-000000000507,112-2,1.6
00000000-0000-0000-0000-000000000507,113-1,2.809
00000000-0000-0000-0000-000000000507,113-2,3.78
00000000-0000-0000-0000-000000000331,111-1,2.733
00000000-0000-0000-0000-000000000331,111-2,1.785
00000000-0000-0000-0000-000000000331,112-1,2.938
00000000-0000-0000-0000-000000000331,112-2,2.61
00000000-0000-0000-0000-000000000331,113-1,2.9
00000000-0000-0000-0000-000000000331,113-2,3.473
00000000-0000-0000-0000-000000000362,110-1,2.81
00000000-0000-0000-0000-000000000362,110-2,1.97
00000000-0000-0000-0000-000000000362,111-1,2.72
00000000-0000-0000-0000-000000000362,111-2,3.309
00000000-0000-0000-0000-000000000362,112-1,3.567
00000000-0000-0000-0000-000000000362,112-2,3.65
00000000-0000-0000-0000-000000000362,113-1,2.042
00000000-0000-0000-0000-000000000362,113-2,3.467
00000000-0000-0000-0000-000000000299,111-1,2.327
00000000-0000-0000-0000-000000000299,111-2,2.908
00000000-0000-0000-0000-000000000299,112-1,2.39
00000000-0000-0000-0000-000000000299,112-2,3.325
00000000-0000-0000-0000-000000000299,113-1,3.364
00000000-0000-0000-0000-000000000299,113-2,2.931
00000000-0000-0000-0000-000000000268,106-1,2.72
00000000-0000-0000-0000-000000000268,106-2,2.227
00000000-0000-0000-0000-000000000268,107-1,2.918
00000000-0000-0000-0000-000000000268,107-2,1.433
00000000-0000-0000-0000-000000000268,108-1,2.418
00000000-0000-0000-0000-000000000268,108-2,3.027
00000000-0000-0000-0000-000000000268,109-1,3.017
00000000-0000-0000-0000-000000000268,109-2,2.1
00000000-0000-0000-0000-000000000268,110-1,2.764
00000000-0000-0000-0000-000000000268,110-2,3.1
00000000-0000-0000-0000-000000000268,111-1,1.264
00000000-0000-0000-0000-000000000268,111-2,3.2
00000000-0000-0000-0000-000000000268,112-1,1.183
00000000-0000-0000-0000-000000000268,112-2,1.009
00000000-0000-0000-0000-000000000268,113-1,3.127
00000000-0000-0000-0000-000000000268,113-2,2.82
00000000-0000-0000-0000-000000000603,113-1,2.808
00000000-0000-0000-0000-000000000603,113-2,3.58
00000000-0000-0000-0000-000000000392,109-1,3.427
00000000-0000-0000-0000-000000000392,109-2,2.96
00000000-0000-0000-0000-000000000392,110-1,3.355
00000000-0000-0000-0000-000000000392,110-2,3.217
00000000-0000-0000-0000-000000000392,111-1,3.536
00000000-0000-0000-0000-000000000392,111-2,2.66
00000000-0000-0000-0000-000000000392,112-1,3.333
00000000-0000-0000-0000-000000000392,112-2,3.4
00000000-0000-0000-0000-000000000392,113-1,2.24
00000000-0000-0000-0000-000000000392,113-2,2.318
00000000-0000-0000-0000-000000000328,108-1,2.391
00000000-0000-0000-0000-000000000328,108-2,3.6
00000000-0000-0000-0000-000000000328,109-1,2.918
00000000-0000-0000-0000-000000000328,109-2,2.308
00000000-0000-0000-0000-000000000328,110-1,2.991
00000000-0000-0000-0000-000000000328,110-2,3.91
00000000-0000-0000-0000-000000000328,111-1,3.34
00000000-0000-0000-0000-000000000328,111-2,2.891
00000000-0000-0000-0000-000000000328,112-1,1.625
00000000-0000-0000-0000-000000000328,112-2,2.25
00000000-0000-0000-0000-000000000328,113-1,2.13
00000000-0000-0000-0000-000000000328,113-2,2.675
00000000-0000-0000-0000-000000000422,113-1,2.317
00000000-0000-0000-0000-000000000422,113-2,1.567
00000000-0000-0000-0000-000000000248,108-1,3.48
00000000-0000-0000-0000-000000000248,108-2,3.4
00000000-0000-0000-0000-000000000248,109-1,1.555
00000000-0000-0000-0000-000000000248,109-2,1.91
00000000-0000-0000-0000-000000000248,110-1,3.038
00000000-0000-0000-0000-000000000248,110-2,2.733
00000000-0000-0000-0000-000000000248,111-1,2.436
00000000-0000-0000-0000-000000000248,111-2,3.009
00000000-0000-0000-0000-000000000248,112-1,3.267
00000000-0000-0000-0000-000000000248,112-2,1.73
00000000-0000-0000-0000-000000000248,113-1,2.26
00000000-0000-0000-0000-000000000248,113-2,2.758
00000000-0000-0000-0000-000000000164,107-1,2.238
00000000-0000-0000-0000-000000000164,107-2,4.033
00000000-0000-0000-0000-000000000164,108-1,3
00000000-0000-0000-0000-000000000164,108-2,1.927
